ID,class, sampleid, microid, x, y, z, numcal, vol, compK, elongK, compM, minD, maxD, rmean, rstd, b1mean, b1std, b2mean, b2std, b3mean, b3std, r1, r2, r3, r4, surf, surfovervol,Angular Second Moment,Contrast,Correlation,Sum of Squares: Variance,Inverse Difference Moment,Sum Average,Sum Variance,Sum Entropy,Entropy,Difference Variance,Difference Entropy,Information Measure of Correlation 1,Information Measure of Correlation 2,Maximal Correlation Coefficient,Variance,Skewness,Kurtosis,SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV,SZE,LZE,GLN2,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV2,ZSV,Coarseness,Contrast2,Busyness,Complexity,Strength
1_ 08b08343__ mc-29-21,1, 08b08343_, mc-29-21,96,867,1264,141,16,0.000043,2.283808,0.000009,52.920152,120.859487,75.098947,11.713805,38.863372,11.560899,21.248709,9.795829,16.674979,7.56326,1.932384,1.828976,1.274287,4.503691,2552,0.488421,0.002101337,35.53484946,0.811704525,94.34977095,0.194272249,169.2464057,341.8642343,6.027974532,9.248130941,0.000686512,3.629256646,-0.192980768,0.922877836,3.150404071,89.66574785,0.945905543,0.454507243,0.919669732,1.42763041,0.020686786,0.810971653,0.889149175,0.015047843,1076.779689,0.011747288,1021.566702,0.044737373,1345.092746,0.002954704,5.89242E-06,0.572365522,809.6103181,0.014799602,0.307706979,0.220685789,0.006382707,1750.66832,0.002779309,1073.973845,6.461253954,169655.7378,1.34896E-05,1.41735E-07,0.000642384,0.050063334,0.506594958,9130.017786,8.344765527
1_ 08b08343__ mc-29-4,1, 08b08343_, mc-29-4,160,987,1173,141,508,0.001455,2.286971,0.000516,43.487048,99.453634,69.973464,7.924742,36.776234,12.389627,17.962035,9.147007,14.138991,6.204449,1.902682,2.047443,1.27039,4.948971,2242,0.535979,0.004666286,29.33203317,0.716874458,51.51893221,0.221695049,158.3639648,176.7436957,5.305950999,8.21242889,0.000865201,3.510397243,-0.15969363,0.868987051,2.05963548,78.3760852,1.893504741,4.006461999,0.905063347,1.501541819,0.034004199,0.780565657,0.871874506,0.016020983,564.754601,0.012995611,529.7094719,0.040785966,737.9163621,0.002210479,8.71858E-06,0.566838771,9175.474291,0.019052255,0.301699043,0.163610986,0.009911542,1063.212169,0.004620131,648.4643231,59.6620051,1605034.863,1.71693E-06,1.04233E-07,0.000120623,0.0308638,3.217771254,8372.936445,1.990499281
1_ 08b08343__ mc-29-5,1, 08b08343_, mc-29-5,198,948,1184,141,601,0.000907,1.61803,0.000427,69.247479,112.044501,73.581441,11.292313,35.903833,12.971695,17.86799,9.239571,14.575543,6.397015,2.049403,2.009394,1.225889,5.048281,2471,0.487858,0.001936435,60.59085691,0.725028598,108.905595,0.159925033,169.4294779,375.0315231,6.034072988,9.45532838,0.000545504,3.988441432,-0.162099857,0.895935505,2.624041641,106.798533,1.07579134,0.342699953,0.895860429,1.556038209,0.039621559,0.762131339,0.860513983,0.013555439,514.515839,0.010937378,480.8656582,0.036234697,683.1593153,0.002160373,1.00285E-05,0.574769127,30256.46714,0.01878173,0.309842118,0.135292257,0.009828395,1144.726466,0.00473692,718.3777964,191.5367352,5295818.914,8.8149E-07,1.80537E-07,8.56353E-05,0.024302578,4.119665064,10244.349,2.196197219
1_ 08b08343__ mc-29-6,1, 08b08343_, mc-29-6,193,982,1187,141,163,0.000421,1.768035,0.00018,54.735859,96.774917,73.517111,11.411248,36.503055,12.63215,18.345453,9.176401,15.039723,6.628074,2.013999,1.98976,1.2198,4.888196,2338,0.490867,0.001931271,59.47376297,0.731187668,109.398396,0.162352513,169.7493937,378.1198211,6.045596767,9.443736297,0.000554441,3.970461511,-0.168952503,0.903547013,2.583505301,109.0960116,1.044090996,0.266194386,0.90699751,1.493169229,0.030791378,0.784522201,0.874026949,0.013129765,688.3865923,0.010462508,648.52444,0.037821568,884.8497626,0.002375723,7.89981E-06,0.580118414,4018.900739,0.017295829,0.315523947,0.177551863,0.008406104,1308.929431,0.003872591,824.8964699,23.90138713,831588.418,4.31513E-06,1.28065E-07,0.00017501,0.033715007,1.911656214,9958.423884,3.273652853
1_ 08b08343__ mc-29-7,1, 08b08343_, mc-29-7,212,971,1190,141,1095,0.005206,1.469386,0.002554,51.317601,75.405385,74.884058,11.947923,34.732944,12.99455,16.738406,8.474819,14.048217,5.950439,2.155995,2.075045,1.191497,5.330503,1746,0.436282,0.001734274,65.01082814,0.712450903,112.0247935,0.151417181,171.2890277,383.0883458,6.085861676,9.54225598,0.000521751,4.030417854,-0.166355617,0.902624462,2.622170837,114.0360794,0.91961221,-0.055545264,0.919409952,1.426379168,0.025140033,0.810290492,0.889307229,0.013881736,963.539155,0.010880897,919.9497768,0.046117295,1171.993177,0.002403189,6.55794E-06,0.609608736,1035.340177,0.014336305,0.346363798,0.237546161,0.0084856,1717.491112,0.003944015,1137.113036,7.225502765,203359.7109,1.50887E-05,1.95205E-07,0.000556171,0.058551059,0.66038782,9873.795596,7.993350356
1_ 08b08343__ mc-29-8,1, 08b08343_, mc-29-8,188,972,1193,141,172,0.000386,1.436492,0.000255,61.075024,87.733772,73.293793,11.282539,36.278624,12.747587,18.369852,9.040776,15.286993,6.59625,2.020302,1.9749,1.201666,4.79452,2453,0.46706,0.001898779,60.55893996,0.72202833,107.9039253,0.160825431,169.6084278,371.0567613,6.050825659,9.478448843,0.000545108,3.988410483,-0.160725551,0.894196953,2.651088565,107.8682267,1.031191477,0.251619949,0.900851552,1.525698505,0.035177297,0.772057652,0.86674388,0.012572115,599.2072619,0.01017699,561.9214759,0.033192473,784.7646115,0.002305861,8.95192E-06,0.571948046,9796.079381,0.01785627,0.307133231,0.152404117,0.009043715,1240.375772,0.004176011,780.7118661,55.91503598,1998651.337,2.2193E-06,1.49841E-07,0.00011862,0.028132057,2.859121635,9979.240452,2.616452437
1_ 08b08343__ mc-29-9,1, 08b08343_, mc-29-9,199,916,1207,141,145,0.001305,5.51115,0.000142,18.253542,100.59801,75.646166,11.792038,34.655527,12.813135,15.88662,8.434592,13.495421,6.03888,2.182802,2.181429,1.177186,5.605321,579,0.46246,0.002328729,66.1205053,0.660289022,96.23279459,0.140811899,171.6510152,318.810673,5.943851316,8.984372485,0.000552466,4.019084338,-0.239820522,0.955398788,1.994937202,155.1344748,0.665574198,-0.584075946,0.918743375,1.431999222,0.032496948,0.80897607,0.888093895,0.011340253,1080.233853,0.008879552,1039.256192,0.036975766,1275.667563,0.002928249,1.00357E-05,0.63577666,587.84919,0.013145295,0.375609371,0.2533204,0.006458843,2065.670103,0.003381325,1448.991311,3.952330772,111629.1535,4.48032E-05,1.01674E-06,0.002085564,0.095164438,0.229751942,8670.84902,28.18890457
1_ 08b08343__ mc-30-10,1, 08b08343_, mc-30-10,109,908,1252,141,18061,0.005866,1.548238,0.002749,120.974373,187.29713,77.398175,13.694173,38.967838,11.823293,20.030321,9.419837,15.794397,7.126847,1.986207,1.945442,1.268192,4.900356,16574,0.325172,0.001381495,47.76132249,0.835443567,144.4739784,0.172688868,174.644359,530.1345912,6.335189731,9.962401027,0.000532649,3.845698614,-0.157831234,0.894911591,4.101215392,77.58504528,1.063589761,0.780219551,0.895591289,1.571598757,0.031345753,0.761794038,0.858640968,0.011099617,807.2600101,0.008910269,757.9826221,0.031590242,1055.722271,0.001472831,4.99344E-06,0.572100202,92620.18297,0.014844409,0.307410608,0.141236483,0.006097022,1780.828752,0.00282635,1096.349178,486.5132687,19347193.16,3.47843E-07,3.97912E-08,2.95897E-05,0.02762232,8.994442833,12760.61685,0.991275705
1_ 08b08343__ mc-30-20,1, 08b08343_, mc-30-20,141,890,1266,141,2094,0.00178,1.51899,0.00093,86.278847,131.056682,80.906876,14.649408,38.092331,12.266364,18.866114,9.29074,15.245305,6.977816,2.123968,2.019087,1.237503,5.307003,6727,0.298593,0.001182533,50.46556981,0.838334036,155.5074698,0.16330871,178.4960734,571.5643095,6.436225855,10.09527147,0.000515392,3.872044048,-0.168126356,0.909129162,3.996140293,85.08934736,0.901935221,0.42027395,0.916511455,1.462779524,0.02012588,0.804495382,0.883646316,0.01655342,1371.172174,0.012521157,1308.157728,0.066217787,1674.986074,0.001594103,3.31014E-06,0.598128725,2431.37044,0.012000708,0.334494199,0.222903441,0.006567829,2461.513687,0.002907547,1571.757194,16.22429982,516746.2892,6.46699E-06,5.72037E-08,0.000233619,0.058916391,1.275990169,12365.34856,4.662268773
1_ 08b08343__ mc-30-22,1, 08b08343_, mc-30-22,148,946,1269,141,1812,0.002039,1.390243,0.001326,79.810643,110.956197,77.844522,14.814216,37.464649,12.258732,18.449554,8.828001,14.996709,7.09114,2.077813,2.030653,1.23024,5.190774,5989,0.395731,0.001175101,65.70028417,0.819997545,181.3357429,0.152507837,177.9235025,659.6426874,6.469982961,10.19618439,0.000452881,4.058944417,-0.162827839,0.907159458,3.84828195,93.0807692,1.064064884,0.659966009,0.903908787,1.524014441,0.027921103,0.778447067,0.868801943,0.013007896,876.8438634,0.010383338,829.707674,0.039747841,1111.764833,0.001457967,4.50566E-06,0.587328879,9592.509413,0.014616983,0.322672212,0.171219836,0.006291634,1845.064432,0.002948381,1198.492131,57.53753128,1851744.791,1.76479E-06,6.19816E-08,0.000121386,0.031679308,2.192841956,13209.29159,3.650604702
1_ 08b08343__ mc-30-25,1, 08b08343_, mc-30-25,88,981,1269,141,236,0.000468,1.589893,0.000224,63.963064,101.694423,75.825157,13.128565,39.211998,11.729544,20.850179,10.090784,15.580828,7.402072,1.933723,1.880655,1.338195,4.866568,5662,0.403736,0.001492972,52.853489,0.805479896,135.1164458,0.169809282,173.3943929,487.6122944,6.265015363,9.84896014,0.000544375,3.90456131,-0.159273798,0.895477198,3.652729103,92.81167403,1.062547002,0.660887205,0.920195276,1.45233794,0.019238729,0.81224172,0.887774093,0.011837661,1177.012179,0.008766669,1116.877778,0.067826751,1469.242057,0.001918975,3.21669E-06,0.582972395,1189.428888,0.014523368,0.318393897,0.22682482,0.005471992,1891.228147,0.002748891,1188.961806,8.363518723,274702.0842,8.46067E-06,4.72839E-08,0.000252558,0.044838801,1.057699324,11013.77831,3.844703852
1_ 08b08343__ mc-30-26,1, 08b08343_, mc-30-26,81,867,1271,141,113,0.000446,3.417494,0.000049,38.663804,132.133326,73.223909,9.68912,39.461698,10.896049,21.517102,9.353477,16.212426,7.064988,1.855569,1.833969,1.327198,4.51653,2345,0.501497,0.002699037,36.38400603,0.683319349,56.94462434,0.188616109,163.6113195,191.3944913,5.653024477,8.878210882,0.000776042,3.625370299,-0.142646305,0.851573702,2.709195057,105.2037311,0.851491972,0.148883833,0.885749327,1.627466539,0.042843755,0.742553778,0.846984795,0.008166767,596.8604665,0.006861142,554.1788079,0.016538049,818.7524146,0.003120132,1.27071E-05,0.554557413,40312.18269,0.017422132,0.289393015,0.112825902,0.005150633,1403.777655,0.002266446,847.9765606,197.7698478,8841695.163,1.30895E-06,6.00831E-07,0.000145743,0.026695595,2.519468069,7100.666247,2.927564699
1_ 08b08343__ mc-30-27,1, 08b08343_, mc-30-27,122,952,1273,141,51,0.000071,1.204287,0.000052,82.527777,99.387138,78.571842,14.54904,38.188818,12.293368,20.730754,10.234218,16.216118,7.856638,2.057457,1.842134,1.278404,4.845293,7746,0.361591,0.001205262,59.15926091,0.823616729,166.6757961,0.159506441,177.2504153,607.5439234,6.430536643,10.15324873,0.000477647,3.990489849,-0.157176403,0.898471306,3.964183411,86.12808997,1.054097065,0.705341122,0.914685183,1.472046595,0.020319419,0.800665308,0.881457434,0.013344819,1215.830819,0.010180252,1154.992863,0.055106224,1513.391667,0.001719311,3.34323E-06,0.592004932,2750.135742,0.013253102,0.327956575,0.214241949,0.005786657,2154.136178,0.002812077,1385.480543,15.91766692,665125.3757,5.42954E-06,4.71823E-08,0.00018086,0.044789186,1.422377264,12682.00338,3.684401049
1_ 08b08343__ mc-30-28,1, 08b08343_, mc-30-28,79,915,1283,141,100,0.000181,1.568149,0.000078,69.413955,108.851442,77.586402,13.172973,38.895783,11.896383,20.599785,9.553374,17.010936,8.468979,1.994725,1.888165,1.210973,4.560972,5101,0.335416,0.001499365,45.74530576,0.820233002,126.5676107,0.175292775,173.5325912,460.525137,6.255290354,9.780113912,0.000584504,3.795896329,-0.166681765,0.900722574,3.691942109,91.08071073,0.900926287,0.244000803,0.919095443,1.427923812,0.019481148,0.809733201,0.888660643,0.009614012,1360.600036,0.007522734,1292.24135,0.028290489,1693.28391,0.002426845,4.07177E-06,0.58633067,1133.527993,0.013243045,0.322248688,0.228607657,0.004277648,2237.521089,0.001997444,1400.669123,6.502710139,295675.978,1.11146E-05,6.5705E-08,0.000334123,0.056239356,0.868333388,10192.82457,4.806256546
1_ 08b08343__ mc-30-29,1, 08b08343_, mc-30-29,84,958,1285,141,235,0.000288,1.697455,0.000127,72.347826,122.807184,75.402486,12.456229,39.492299,11.412574,21.429157,10.009629,16.588101,7.617673,1.909296,1.842924,1.291839,4.545577,7995,0.419267,0.001588754,49.04981207,0.795366528,118.8790182,0.172775572,171.5729277,426.4662607,6.171000464,9.745116614,0.000560729,3.856219843,-0.148999276,0.879513157,3.704027822,80.58373131,1.09592063,0.870149906,0.913760231,1.470758252,0.021648191,0.798673238,0.880882619,0.011189482,1044.20007,0.008645642,986.5478719,0.043330064,1329.153025,0.00182909,3.56912E-06,0.573912096,2059.165388,0.015027021,0.309215287,0.196561713,0.005197761,1788.768482,0.002467352,1108.663239,11.78194047,524789.8085,5.40238E-06,3.4953E-08,0.000132571,0.036946867,1.975442375,10953.39988,2.326886217
1_ 08b08343__ mc-30-30,1, 08b08343_, mc-30-30,98,959,1297,141,5537,0.004329,1.332039,0.002898,93.152806,124.083181,76.903302,13.735734,39.202335,11.653939,20.721736,9.686486,15.754135,7.02683,1.961702,1.891846,1.31532,4.881468,10847,0.375407,0.001375718,51.45167681,0.825838424,146.7435877,0.169777133,174.7204072,535.5226742,6.332382194,9.970557334,0.000517298,3.887108699,-0.157919807,0.894211627,3.941627269,76.64913536,1.099935561,0.882861695,0.90387112,1.523455208,0.025922757,0.778374876,0.868770445,0.010104296,965.2819828,0.007978181,910.0422503,0.031773326,1241.015243,0.00162776,4.17756E-06,0.576816455,22287.20274,0.014412755,0.312170793,0.169621193,0.005226409,1888.616327,0.002486495,1176.19373,103.1002227,5329903.869,1.17346E-06,4.96009E-08,7.34133E-05,0.03204299,3.391924017,12759.87958,1.970516304
1_ 08b08343__ mc-30-31,1, 08b08343_, mc-30-31,64,958,1291,141,19,0.000029,1.705576,0.000014,64.238098,109.562979,72.515399,10.371549,40.499772,11.0853,21.439023,10.005931,16.193945,6.947555,1.790514,1.889068,1.323891,4.477933,5622,0.489125,0.002122709,41.43393616,0.746684378,80.63218051,0.185424793,166.9474562,281.0947859,5.895366183,9.283907351,0.000710812,3.719519946,-0.144064969,0.860930903,3.089520818,108.7629156,1.032999285,0.518628798,0.909483397,1.490671959,0.023486743,0.789844569,0.87568695,0.009818238,940.3588446,0.007793433,886.2073431,0.029691778,1210.270412,0.002330954,5.1707E-06,0.566492473,6156.944166,0.015649263,0.30188843,0.182979575,0.004869447,1641.951179,0.002331294,993.0836506,34.9094136,1292511.683,2.89122E-06,6.59387E-08,0.000168173,0.043276661,2.063483191,7537.590756,1.965968311
1_ 08b08343__ mc-30-32,1, 08b08343_, mc-30-32,44,991,1295,141,255,0.000873,2.699688,0.000221,38.873275,104.945721,72.465593,10.743311,40.530466,11.25333,20.518892,10.227247,13.61951,6.424294,1.787929,1.975276,1.506581,5.32072,3106,0.467701,0.002233068,49.50650811,0.744863876,95.31945338,0.180623708,167.2875568,331.7713054,5.942367091,9.277303913,0.00064254,3.818400093,-0.163567053,0.890658822,2.857806956,89.93712479,1.242392891,1.266290733,0.918328758,1.43896922,0.019764868,0.808213588,0.886993342,0.01140405,1080.102495,0.009067737,1020.570687,0.035160035,1374.001486,0.002718889,4.44085E-06,0.569361085,1439.501569,0.015640488,0.30484067,0.215337828,0.005416263,1679.307061,0.002275185,1024.853982,8.24322185,355842.3067,9.21852E-06,8.86035E-08,0.000389282,0.04444016,0.776210866,8551.509608,4.367357249
1_ 08b08343__ mc-30-33,1, 08b08343_, mc-30-33,59,984,1297,141,342,0.000703,1.798682,0.000298,58.204643,104.691662,73.141635,11.103324,40.242573,11.249973,20.458713,9.633072,14.223299,6.26759,1.817519,1.967014,1.438394,5.142382,5218,0.450916,0.001891931,48.42960578,0.748520646,94.91922006,0.176749047,168.7513973,331.2472744,6.003007312,9.475397913,0.000631388,3.819272161,-0.145196277,0.865791042,3.176113282,92.01752678,1.042645049,0.593774431,0.919401039,1.428042088,0.019735109,0.810397131,0.888877533,0.008610621,1132.804224,0.006962234,1072.390026,0.024851587,1429.940673,0.002765727,4.43897E-06,0.573181515,1322.162639,0.015430479,0.308642614,0.217690428,0.004288797,1788.478538,0.001864703,1096.577887,7.743067662,325401.9506,7.97781E-06,4.79085E-08,0.000254497,0.04679332,1.197089126,8454.729078,2.834590277
1_ 08b08343__ mc-30-34,1, 08b08343_, mc-30-34,77,836,1304,141,524,0.001307,1.845646,0.000631,50.923975,93.987654,71.536582,9.550049,43.048808,10.031133,22.6191,8.623865,15.884373,5.91544,1.661755,1.903206,1.423984,4.503582,2770,0.436771,0.002710923,34.32045033,0.73495203,63.78953077,0.198687762,164.0522611,220.8376727,5.712646856,8.924816569,0.000799625,3.588502458,-0.153534349,0.868514956,2.80655187,106.7525859,0.989368495,0.366884879,0.904582598,1.514617662,0.021410131,0.779783627,0.870013646,0.005188632,1176.555039,0.004458172,1106.240511,0.009156551,1524.548963,0.003591085,6.42664E-06,0.554306767,4973.131515,0.014632289,0.289676731,0.179597343,0.002783798,1948.53103,0.001388385,1130.073625,39.66040268,770915.8917,6.45425E-06,2.64916E-07,0.000503399,0.06103975,0.781040904,6590.215417,4.510662921
1_ 08b08343__ mc-30-35,1, 08b08343_, mc-30-35,79,922,1305,141,156,0.000325,1.590475,0.000142,64.809315,103.077623,76.104655,12.599529,39.101557,11.673546,20.462444,9.086075,16.067159,7.136574,1.946333,1.910894,1.273557,4.736659,4591,0.401733,0.001577785,46.68943543,0.798383397,115.2879275,0.173199071,172.0300384,414.4622744,6.172543627,9.697879488,0.000592166,3.826289002,-0.158323399,0.892171225,3.507804881,100.2513935,0.978106903,0.508701231,0.899753845,1.54541513,0.028461059,0.770092341,0.863774137,0.008765395,927.6941833,0.00714565,874.4536709,0.022076618,1194.589859,0.001930452,5.73266E-06,0.580402007,14020.46711,0.014252492,0.315798427,0.162371949,0.004530973,1907.390279,0.002230716,1185.944449,81.4698319,2756317.73,2.49245E-06,1.65296E-07,0.000175959,0.038445928,1.760156805,9708.112513,3.656049868
1_ 08b08343__ mc-30-36,1, 08b08343_, mc-30-36,70,951,1307,141,77,0.000125,1.875165,0.000047,62.8121,117.783071,75.873003,12.578786,40.245769,11.32275,21.181676,9.795092,16.184139,6.759594,1.885242,1.900028,1.308792,4.688109,6708,0.384082,0.001550534,48.05393005,0.789342751,113.4336059,0.172257621,172.0294186,405.6804937,6.17045136,9.739835341,0.000565738,3.838180442,-0.148961979,0.877451435,3.684250815,79.24443447,1.015014075,0.699525983,0.908898515,1.492159723,0.022249219,0.788612729,0.875164224,0.009350372,1093.922933,0.007465351,1034.24774,0.027557289,1389.459451,0.002158902,4.55943E-06,0.577664921,6576.16357,0.014098304,0.312946916,0.186540136,0.004225128,1989.591366,0.001968929,1233.840466,35.04785712,1513921.042,3.09237E-06,6.42799E-08,0.000168415,0.041012176,1.642625706,10752.35813,3.065257637
1_ 08b08343__ mc-30-37,1, 08b08343_, mc-30-37,70,980,1320,141,2067,0.001671,1.456413,0.000948,89.047905,129.690519,75.490422,12.781368,40.228427,11.461253,20.745937,9.765152,15.471214,6.528525,1.876544,1.939099,1.340938,4.879412,5940,0.370625,0.001552335,49.77860905,0.80202506,124.6970884,0.171643707,172.3957314,449.0097445,6.209052515,9.774472069,0.000561235,3.856448706,-0.155465074,0.887617746,3.640395143,85.77642029,1.09743062,0.852278113,0.919558862,1.42622273,0.018852616,0.81071193,0.889188823,0.00805681,1306.140644,0.00648591,1239.291067,0.023740617,1632.645442,0.00274772,4.22231E-06,0.580749284,1994.44178,0.013967346,0.315970946,0.222143608,0.003888187,2096.364871,0.001721514,1300.710438,10.35490465,506202.3028,6.80507E-06,5.26689E-08,0.000271736,0.048437867,0.97752373,10612.25667,3.966618224
1_ 08b08343__ mc-30-38,1, 08b08343_, mc-30-38,57,844,1310,141,177,0.000751,1.60417,0.000401,47.44839,76.115307,71.752249,9.686406,42.887027,10.056337,22.641513,8.413877,16.204807,5.813335,1.673053,1.894177,1.39721,4.427837,2570,0.428191,0.002647868,34.82984133,0.732144821,64.07762978,0.197055084,164.406317,221.4806778,5.722715473,8.946191959,0.00079388,3.596693495,-0.153865048,0.869376663,2.802425054,108.0154741,0.956267275,0.285768552,0.932500092,1.337444526,0.016804077,0.838140351,0.907845179,0.001412343,1812.133642,0.001294321,1711.561559,0.002006052,2300.039249,0.008266543,5.99149E-06,0.5602995,110.25795,0.015730068,0.295728454,0.267152122,0.001141694,2202.33887,0.00059,1284.427872,0.234723818,106958.8135,9.33318E-05,1.82643E-07,0.000989102,0.065894791,0.269912497,6207.672019,5.306538818
1_ 08b08343__ mc-30-39,1, 08b08343_, mc-30-39,41,986,1313,141,45,0.000201,2.002109,0.000069,43.318894,86.729136,72.731391,11.146539,41.003564,11.199874,20.768494,9.817552,14.208284,6.805424,1.773782,1.974316,1.461717,5.118943,2799,0.471371,0.002007644,53.9108755,0.734763895,99.86953665,0.171069031,168.86873,345.5672711,6.004563226,9.385607464,0.00060959,3.876625692,-0.165715296,0.8962931,2.837167947,95.41071009,1.113159359,0.85446987,0.933990847,1.342727256,0.016368296,0.841697913,0.908177148,0.009350326,1463.302368,0.007164951,1389.517586,0.030924388,1821.141332,0.006068651,5.86912E-06,0.577789951,101.2054649,0.015163951,0.312905341,0.276564835,0.003766675,1917.776302,0.00151487,1181.683636,0.969635634,71979.56301,0.000104592,2.05651E-07,0.000772818,0.055673963,0.329964358,8440.56256,6.359827336
1_ 08b08343__ mc-30-40,1, 08b08343_, mc-30-40,60,864,1322,141,1974,0.016471,2.191358,0.005052,33.362353,73.108859,71.752249,9.686406,42.859059,10.077012,22.212019,8.316781,15.664639,5.778136,1.674144,1.929544,1.417972,4.580524,2570,0.428191,0.002647868,34.82984133,0.732144821,64.07762978,0.197055084,164.406317,221.4806778,5.722715473,8.946191959,0.00079388,3.596693495,-0.153865048,0.869376663,2.802425054,108.0154741,0.956267275,0.285768552,0.932500092,1.337444526,0.016804077,0.838140351,0.907845179,0.001412343,1812.133642,0.001294321,1711.561559,0.002006052,2300.039249,0.008266543,5.99149E-06,0.5602995,110.25795,0.015730068,0.295728454,0.267152122,0.001141694,2202.33887,0.00059,1284.427872,0.234723818,106958.8135,9.33318E-05,1.82643E-07,0.000989102,0.065894791,0.269912497,6207.672019,5.306538818
1_ 08b08343__ mc-30-41,1, 08b08343_, mc-30-41,181,881,1330,141,2909,0.010815,4.087427,0.001642,29.605746,121.011326,80.250338,18.508016,36.188133,12.929455,15.577301,8.179301,12.916615,5.490173,2.217587,2.323132,1.205989,6.212954,1924,0.371644,0.001114196,91.29483773,0.864032373,332.9548133,0.132210754,185.6723245,1240.524415,6.746598822,10.32134302,0.000350408,4.263341207,-0.233452343,0.9655366,3.294005235,109.3200442,1.278206991,0.996983911,0.897893789,1.541961036,0.038278408,0.766160814,0.863131266,0.011141891,648.7663587,0.009268504,611.7588121,0.023620933,833.1793506,0.002631628,1.16001E-05,0.579345419,12355.49945,0.017126242,0.314199901,0.141346285,0.008076362,1639.283833,0.004118942,1093.860163,79.4563589,2191547.808,1.92353E-06,2.75404E-07,0.000173328,0.020171367,1.386311209,18884.20418,10.76758232
1_ 08b08343__ mc-30-42,1, 08b08343_, mc-30-42,59,981,1318,141,32,0.000077,1.897134,0.000032,52.529837,99.656135,73.895416,11.669866,40.602363,11.155197,20.689012,9.7892,14.667725,6.589365,1.819978,1.962509,1.410513,5.03796,4072,0.438132,0.001713215,52.59849854,0.744332683,101.522585,0.168953036,170.4302568,353.4918413,6.072253379,9.577776346,0.00060334,3.8713525,-0.14921447,0.874015496,3.155933707,99.87681667,0.92010897,0.22469802,0.930440716,1.365236094,0.01652702,0.833974814,0.903298761,0.008238751,1438.850488,0.006283457,1367.075821,0.030653363,1787.914806,0.003603186,3.82443E-06,0.580794578,171.232546,0.014782533,0.316056931,0.261954813,0.003706026,2003.481525,0.001668522,1244.263484,1.459792744,87050.28415,6.046E-05,1.21807E-07,0.000514748,0.056928222,0.531842724,8265.022492,4.404946532
1_ 08b08343__ mc-30-43,1, 08b08343_, mc-30-43,72,953,1322,141,417,0.000575,1.821609,0.000264,63.927053,116.450079,75.564504,12.389528,40.102358,11.450604,20.558561,9.50213,15.994069,6.536915,1.884291,1.95064,1.285387,4.724533,6031,0.382144,0.0016033,48.50984983,0.78250294,110.8849519,0.172045153,171.3737139,395.0299576,6.141425088,9.69757529,0.00056498,3.842375784,-0.148138185,0.87574115,3.623820329,77.56340165,1.068738686,0.908482267,0.908003801,1.499083776,0.022318754,0.786807526,0.873852213,0.010220498,1089.23106,0.008098517,1030.835157,0.030543496,1378.259993,0.002072712,4.56233E-06,0.582148548,7097.775901,0.013847102,0.317492727,0.186403399,0.004605105,2014.968177,0.002106483,1257.560754,39.3232049,1580629.156,3.29373E-06,8.19585E-08,0.000191522,0.042337962,1.487867307,10829.59474,3.540437876
1_ 08b08343__ mc-30-44,1, 08b08343_, mc-30-44,138,888,1325,141,111,0.000398,1.715004,0.000189,48.824533,83.734264,66.369655,4.866297,39.447104,11.413145,20.987145,9.299932,16.681845,6.691596,1.682498,1.879584,1.258083,3.978556,482,0.664828,0.022472504,11.56538485,0.297276657,8.26760696,0.305241379,148.8530057,21.50504299,3.808021683,5.806231419,0.001804627,2.808292597,-0.227616197,0.875364505,1.540388615,107.7727367,1.329282101,1.688917698,0.911679068,1.449613067,0.038281214,0.793868798,0.881711014,0.002853206,760.4275567,0.002570268,711.8776066,0.004304199,997.743591,0.006872051,1.68899E-05,0.55350034,655.0257566,0.020806996,0.288626919,0.179371679,0.002165437,1273.389569,0.001052235,775.8689823,2.1347075,236252.2885,3.71422E-05,1.46129E-06,0.001479644,0.054520592,0.323965824,3763.672779,9.410914814
1_ 08b08343__ mc-30-45,1, 08b08343_, mc-30-45,113,1024,1353,141,130,0.00301,4.179331,0.000517,15.104011,63.124658,67.954774,5.378188,34.928947,12.584758,15.843236,8.236769,12.207495,4.920454,1.945515,2.20466,1.297829,5.566644,224,0.562814,0.016905993,16.93294391,0.215979663,10.68117018,0.25805312,150.5817403,25.79173681,4.046049751,6.137066315,0.001580292,3.024023191,-0.22516367,0.885756157,1.601473445,163.7851479,0.787704999,-0.325721053,0.967428999,1.139620783,0.039620425,0.917384972,0.956880302,0.000248211,4498.872445,0.000241072,4339.265864,0.000278662,5183.466141,0.161902228,3.44757E-05,0.695545616,6.246153846,0.03321499,0.448678501,0.541666667,0.000293311,4095.948718,0.000218198,2711.049735,0.001388392,30339.17436,0.028139488,2.019E-05,0.032777006,0.204449317,0.007896378,622.7952579,46.55115736
